artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
"Koppchen mit Untertasse mit Darstellung eines sitzenden europäischen Paars auf einer Bank (""Chine de commande"")",中国,"Qing-Dynastie, Qianlong-Ära (1735-1796), um 1740/50","Porzellan mit Aufglasurmalerei in Schwarz (""encre de Chine""), Eisenrot und Gold",Kunstgewerbemuseum,"Höhe: 3,7 cm (Koppchen),Durchmesser: 11,5 cm (Untertasse),Höhe: 1,7 cm (Untertasse)","Inventareintrag:
""Tasse mit Untertasse, Porzellan, Schwarzmalerei und Golddekor. Auf Wandung der Tasse und Boden der Schale Interieur mit holländischem Paar auf Bank.""

Drei weitere form- und dekorgleiche Koppchen mit Untertassen sind im Bestand des Kunstgewerbemuseums vorhanden (1902,178, 179, 181), ein weiteres (Inv. Nr. 1902,180) ist verschollen. Ein form- und dekorgleiches Koppchen mit Untertasse befindet sich im Museum für Asiatische Kunst.

ClKa",https://id.smb.museum/object/2318961/koppchen-mit-untertasse-mit-darstellung-eines-sitzenden-europaischen-paars-auf,https://recherche.smb.museum/images/53/5398102_1200x1200.jpg
Die Entsetzung der Festung Zhuluo (Schlachtenbild),中国,1787 Qing-Dynastie Qianlong-Periode,"Roter, braun-gelber, olivfarbener und blauer Schnitzlack, Holz und vergoldete Bronze mit Elfenbein und Stein",Museum für Asiatische Kunst,Objektmaß: 72 x 108 cm,[SM8HF],https://id.smb.museum/object/1908452/die-entsetzung-der-festung-zhuluo-schlachtenbild,https://recherche.smb.museum/images/57/5702988_1200x1200.jpg
Legende des Königs Udrayana (Rudrayana) von Roruka,中国,um 500,Farben auf Lehm,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 278,5 x 292,5 x 2,5 cm (in Gips),Tiefe: 6,5 cm (Objekt mit Halterung),Gewicht: ca. 820 kg (errechnet)",[SM8HF],https://id.smb.museum/object/975547/legende-des-konigs-udrayana-rudrayana-von-roruka,https://recherche.smb.museum/images/11/1166449_1200x1200.jpg
Song of the Conscripts: Joint performance of Music Lovers´ Chinese Orchestra (Hong Kong) and Chengdu Chinese Orchestra (China),中国,"Einstelldatum: 1988 Aufnahme: dig. Live, 1987","Makrolon (Polycarbonat), Aluminium, Schutzlack, Druckfarbe, Kunststoff, Papier",Ethnologisches Museum,"Objektmaß: (Cover) 10 x 142 x 125 mm,Objektmaß: (CD) 1 x 120 mm",,https://id.smb.museum/object/245599/song-of-the-conscripts-joint-performance-of-music-lovers-chinese-orchestra-hong,https://recherche.smb.museum/images/42/4251636_1200x1200.jpg
Bimbisaras Gefangennahme (Szene aus der Amitayurdhyana Sutra),中国,8./9. Jh.,Farben auf Lehm,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 23 x 29 x 4,3 cm (in Gips),Gewicht: ca. 8 kg",[SM8HF],https://id.smb.museum/object/850191/bimbisaras-gefangennahme-szene-aus-der-amitayurdhyana-sutra,https://recherche.smb.museum/images/66/6683875_1200x1200.jpg
Bodhisattva Avalokiteshvara,中国,7.- 8. Jh.,Bronze,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 8,9 x 4,2 x 2 cm,Sockel: 2 x 4 x 4 cm,Höhe x Breite x Tiefe: 10,9 x 4,2 x 4,1 cm (mit Sockel),Gewicht: 0,12 kg (mit Sockel)","Während der Tang-Zeit nahm die Popularität des Bodhisattva Avalokiteshvara enorm zu und keine andere buddhistische Gottheit war Gegenstand so vieler Kunstwerke. Diese kleine Statuette ist ähnlich wie andere in der Sammlung aus Bronze (z. B. III 539). Vermutlich wurden sie auf den Pilgerrouten aus Zentralchina mitgebracht. Avalokiteshvara steht in anmutiger Pose auf einem Lotussockel, den Lotus hält er in der linken Hand, die Flasche in der rechten. Bänder fallen von seiner Krone.During the Tang period the popularity of the bodhisattva Avalokiteshvara increased enormously and no other Buddhist deity was the subject of so many works of art. This statuette is similar to others in the collection made out of bronze (e.g. III 539). They were probably brought along the pilger routes from Central China. Avalokiteshvara stands in a graceful pose on a lotus pedestal, the lotus in his left hand, the flask in his right. Ribbons fall from his crown.",https://id.smb.museum/object/982060/bodhisattva-avalokiteshvara,https://recherche.smb.museum/images/58/5838052_1200x1200.jpg
Chine - Musique classique,中国,Aufnahme: 195?-1961 Einstelldatum: 18.12.1997 Produktionsjahr: 1988,"Makrolon (Polycarbonat), Aluminium, Schutzlack, Druckfarbe, Kunststoff, Papier",Ethnologisches Museum,"Objektmaß: (Cover) 10 x 142 x 125 mm,Objektmaß: (CD) 1 x 120 mm",,https://id.smb.museum/object/245442/chine---musique-classique,https://recherche.smb.museum/images/42/4238986_1200x1200.jpg
Weiss Südchina,中国,Aufnahmejahr: 1913-1914,,Ethnologisches Museum,,"Bericht über die Reise in Weiß (1935), Fotos im Besitz der Familie. Umfangreicher Briefwechsel liegt vor. Transkriptionen einiger Stücke von K. Reinhard in Reinhard (1955, 1956a, 1956b)Inhalt: traditionelle Gesänge, Instrumentalmusik",https://id.smb.museum/object/750335/weiss-sudchina,https://recherche.smb.museum/images/67/6742856_1200x1200.jpg
Musiker,中国,6./7. Jh.,Farben auf Lehm,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 53,5 x 155 x 8 cm (in Gips),Tiefe: cm (Objekt mit Halterung),Gewicht: ca. 87 kg",,https://id.smb.museum/object/981650/musiker,https://recherche.smb.museum/images/40/4096900_1200x1200.jpg
Vajrapani,中国,10./11. Jh.,Farben auf Lehm,Museum für Asiatische Kunst,"Höhe x Breite: 80,7 x 49,5 cm,Höhe x Breite x Tiefe: 93 x 60 x 3,9 cm (in Gips),Gewicht: ca. 20 kg (errechnet)",[SM8HF],https://id.smb.museum/object/975550/vajrapani,https://recherche.smb.museum/images/11/1166454_1200x1200.jpg
Buddhakopf,中国,,"Lehm, gebrannt, mit Resten von Malschicht und Vergoldung",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 9,5 x 6 x 6,5 cm,Höhe x Breite x Tiefe: 19,8 x 6,2 x 6,5 cm (mit Sockel),Sockel: 9 x 5,9 x 6 cm,Gewicht: 0,4 kg (mit Sockel)","Dieses Köpfchen eines Buddhas besticht durch seine ausgewogenen. Ohren und Kopfschmuck haben sich leider nicht mehr erhalten, der Zustand stellt sich insgesamt als stark verwittert dar.",https://id.smb.museum/object/1840397/buddhakopf,https://recherche.smb.museum/images/58/5832727_1200x1200.jpg
Dämonenkopf,中国,,"Lehm, gebrannt und bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 7 x 6 x 6 cm,Höhe x Breite x Tiefe: 14,5 x 6,3 x 5,6 cm (mit Sockel),Sockel: 7 x 4,7 x 4,7 cm,Gewicht: 0,2 kg (mit Sockel)","Dieses Köpfchen eines Dämons zählt zu den wenigen Stücken innerhalb der Sammlung, welche auch rückseitig bearbeitet wurden. Es handelt sich hierbei möglicherweise um eine mobile Skulptur. Im Stirn befindet sich ein Drittes Auge.",https://id.smb.museum/object/1840400/damonenkopf,https://recherche.smb.museum/images/58/5832759_1200x1200.jpg
Weiss Westchina,中国,Aufnahmejahr: 1912,,Ethnologisches Museum,,"W. 5 wurde als Nr. 16 in die Dem coll. übernommen. Umfangreicher Briefwechsel liegt vor. Fotos und Bericht von Hedwig Weiss aus den Tagebüchern aus dem Besitz der Familie liegen als Kopie vor. Transkriptionen der W. 5 und 7 von K. Reinhard in Reinhard (1956) u. Reinhard (1939). W. 5 veröffentlicht auf LP W. 7 ist veröffentlicht auf der CD 100 Jahre (1/8).Inhalt: Rudergesänge, Jagdrufe, Soldatenlieder",https://id.smb.museum/object/750336/weiss-westchina,https://recherche.smb.museum/images/67/6742859_1200x1200.jpg
Bodhisattva-Kopf,中国,,"Lehm, mit Resten von Ton und Malschicht",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 11 x 8,5 x 4 cm,Höhe x Breite x Tiefe: 18 x 8,5 x 5,2 cm (mit Sockel),Sockel: 7 x 4,5 x 4,5 cm,Gewicht: 0,28 kg (mit Sockel)","Dieser Kopf eines Bodhisattva ist von einem ovalen Nimbus umrandet. Auffällig ist die reichlich verzierte Krone und seine, in sanften Wellen liegende Haarpracht. Reste einer weißen Grundierung lassen sich im Nimbus finden.",https://id.smb.museum/object/1840434/bodhisattva-kopf,https://recherche.smb.museum/images/58/5833791_1200x1200.jpg
Sechs Totenschädel und Schale,中国,,"Lehm, mit Farbresten",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: a) 3,5 x 4 x 4,5 cm,Höhe x Breite x Tiefe: b) 3,5 x 3 x 4 cm,Höhe x Breite x Tiefe: c) 4 x 3 x 5 cm,Höhe x Breite x Tiefe: d) 3,5 x 4 x 4 cm,Höhe x Breite x Tiefe: e) 3,5 x 2,5 x 4,5 cm,Höhe x Breite x Tiefe: f) 3,5 x 3 x 5 cm,Höhe x Breite x Tiefe: g) 4,5 x 3 x 5 cm,Gewicht: a) 0,03 kg,Gewicht: b) 0,03 kg,Gewicht: c) 0,03 kg,Gewicht: d) 0,04 kg,Gewicht: e) 0,02 kg,Gewicht: f) 0,02 kg,Gewicht: g) 0,06 kg","Diese Ansammlung kleiner Totenschädel und die kleine Schale dienten möglicherweise als Ritualobjekt. Deutlich erkennbar sind die Herstellungsspuren sowie die Reste roter, grüner und schwarzer Bemalung.",https://id.smb.museum/object/1840546/sechs-totenschadel-und-schale,https://recherche.smb.museum/images/58/5832990_1200x1200.jpg
Aus einer Knospe entspriessende menschliche Figur,中国,,"Lehm, gebrannt und mit Farbresten",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 15,5 x 9 x 4 cm,Sockel: 2 x 6 x 6 cm,Höhe x Breite x Tiefe: 17 x 9 x 6 cm (mit Sockel),Gewicht: 0,3 kg (mit Sockel)","Diese, einer Knospe entsprungene, menschliche Figur hat ihre Hände andächtig gefaltet. Sie trägt einen ausladenden Rock, welcher der Figur Bewegung und Lebendigkeit verleiht. Derartige Figürchen wurden mittels einer schräg aus dem Rücken herausragenden Holzdübels öfters in die Einfassung der Aureolen großer Buddhafiguren eingesteckt.",https://id.smb.museum/object/1840577/aus-einer-knospe-entspriessende-menschliche-figur,https://recherche.smb.museum/images/58/5836853_1200x1200.jpg
Ritterkopf,中国,,"Lehm, niedrig gebrannt, mit Farbresten",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 11,4 x 6 x 5 cm,Höhe x Breite x Tiefe: 21 x 6 x 6,7 cm (mit Sockel),Sockel: 9 x 6 x 6 cm,Gewicht: 0,47 kg (mit Sockel)",Innerhalb der Sammlung taucht dieser Typus eines Ritters mit Helm immer wieder auf. Er muss demgemäß aus einer häufig verwendeten Form hergestellt worden sein. Ursprünglich waren sein Gesicht und sein Helm farbenfroh bemalt. Spuren dieser Malschicht sind bis heute erhalten geblieben.,https://id.smb.museum/object/1840396/ritterkopf,https://recherche.smb.museum/images/58/5833811_1200x1200.jpg
Vier tocharische Stifter mit kniendem Diener,中国,6./7. Jh. 600 - 650,Farben auf Lehm,Museum für Asiatische Kunst,"Bildmaß: 153 x 203,5 cm,Höhe x Breite x Tiefe: 164 x 208 x 5,5 cm (in Gips),Tiefe: 12,5 cm (Objekt mit Halterung),Gewicht: ca. 345 kg (errechnet)",[SM8HF],https://id.smb.museum/object/458323/vier-tocharische-stifter-mit-kniendem-diener,https://recherche.smb.museum/images/27/271495_1200x1200.jpg
Brahmanenkopf mit dreigeteilter Frisur,中国,,"Lehm, gebrannt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 10 x 7 x 6 cm,Sockel: 9,2 x 6 x 6 cm,Höhe x Breite x Tiefe: 19,2 x 7 x 6,7 cm (mit Sockel),Gewicht: 0,3 kg (mit Sockel)",Dieser kleine Kopf ist sehr filigran und plastisch in der Modellierung seiner Gesichtszüge. Diese wirken dadurch besonders ausdrucksstark. Selbst das Haupthaar wurde fein herausgearbeitet.,https://id.smb.museum/object/1840538/brahmanenkopf-mit-dreigeteilter-frisur,https://recherche.smb.museum/images/58/5833799_1200x1200.jpg
Hütten in Chinautla,中国,,auf Karton aufgezogen,Ethnologisches Museum,"Bildformat (Foto): 8,6 x 11,3 cm,Kartonformat (Foto): 29,5 x 36,5 cm",,https://id.smb.museum/object/1836603/hutten-in-chinautla,https://recherche.smb.museum/images/41/4184701_1200x1200.jpg
Menschenansammlung in Chinautla,中国,,auf Karton aufgezogen,Ethnologisches Museum,"Bildformat (Foto): 8,6 x 11,3 cm,Kartonformat (Foto): 29,5 x 36,5 cm",,https://id.smb.museum/object/1836604/menschenansammlung-in-chinautla,https://recherche.smb.museum/images/41/4184702_1200x1200.jpg
Kranich,中国,,Baumwolle; Seide,Ethnologisches Museum,"Höhe x Breite: 35,5 x 38 cm",,https://id.smb.museum/object/143476/kranich,https://recherche.smb.museum/images/58/5804796_1200x1200.jpg
Stehende Figur Bodhisattva,中国,,"Lehm, mit einer rötlichen Tonschicht, vermutlich ursprünglich bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 20,4 x 10,5 x 5 cm,Sockel: 7 x 7,5 x 4,5 cm,Höhe x Breite x Tiefe: 28 x 11 x 5,9 cm (mit Sockel),Gewicht: 0,6 kg (mit Sockel)","Diese stehende Figur eines Bodhisattvas ist äußerst filigran gearbeitet worden. Gesicht, Krone und Haarschmuck sind noch deutlich erkennbar und seine rechte Hand umschließt sanft das in Falten geworfene und über seine rechte Schulter hängende Gewand. Womöglich war diese Skulptur ursprünglich bemalt. Die stark geglättete Oberflächenerscheinung ist auf die Verwendung eines tonhaltigen, rötlichen Putzes zurückzuführen.",https://id.smb.museum/object/1840581/stehende-figur-bodhisattva,https://recherche.smb.museum/images/46/4611976_1200x1200.jpg
Ritter mit Helm,中国,,"Lehm, niedrig gebrannt, mit Farbresten",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 10,5 x 6,5 x 8 cm,Höhe x Breite x Tiefe: 20,8 x 6,5 x 7,8 cm (mit Sockel),Sockel: 9 x 6,1 x 6,1 cm,Gewicht: 0,5 kg (mit Sockel)",Innerhalb der Sammlung taucht dieser Typus eines Ritters mit Helm immer wieder auf. Er muss demgemäß aus einer häufig verwendeten Form hergestellt worden sein. Der starke Oberflächenglanz ist durch in der Vergangenheit eingebrachte Konservierungsmittel zu erklären.,https://id.smb.museum/object/1840623/ritter-mit-helm,https://recherche.smb.museum/images/58/5833809_1200x1200.jpg
Frauenrock,中国,um  1910,dunkelblauer Baumwollstoff,Ethnologisches Museum,"Länge: 64 cm,Breite: 45 cm (Bundweite)","Frauenrock der Yi aus einem sehr festen Baumwollstoff. Der Bund ist weiß, hellblau eingefasst. Der Rock aus dunkelblauem Baumwollstoff ist angekraust, hat eine breite, hellblaue Blende und daran in dichterer Krause einen breiten, zweistufigen hellblauen Baumwollvolant.",https://id.smb.museum/object/825642/frauenrock,https://recherche.smb.museum/images/11/1196333_1200x1200.jpg
Tiger und Fledermaus,中国,,Baumwolle; Seide,Ethnologisches Museum,"Höhe x Breite: 36,5 x 38 cm",,https://id.smb.museum/object/143475/tiger-und-fledermaus,https://recherche.smb.museum/images/58/5804795_1200x1200.jpg
Rangabzeichen,中国,,Textil,Ethnologisches Museum,"Höhe x Breite: 28,5 x 30 cm",,https://id.smb.museum/object/144469/rangabzeichen,https://recherche.smb.museum/images/48/4833001_1200x1200.jpg
Jacke (Männerfestgewand),中国,Qing (Mandschu) –Dynastie (Ende),orange-gelber Baumwollstoff,Ethnologisches Museum,"Länge: 72 cm,Breite: 160 cm (über Ärmel)","Festjacke eines Yi-Mannes. Publiziert durch Mueller, Herbert: Beiträge zur Ethnographie der Lolo. Katalog der Sammlung Weiss im Kgl. Museum für Völkerkunde zu Berlin. In: Baessler-Archiv, Band III, 1913, S.57 f Beschreibung und  Fig. 9.",https://id.smb.museum/object/825271/jacke-mannerfestgewand,https://recherche.smb.museum/images/78/784116_1200x1200.jpg
Jacke (Männerfestgewand),中国,um 1910,Textil,Ethnologisches Museum,"Länge: 96,5 cm,Breite: 128 cm (über beide Ärmel)","Beschreibung aus dem Katalog (siehe Lit.) H. Mueller, Baessler-Archiv, Berlin,1913:
""Die Jacke besteht aus zwei Rückenteilen und zwei Vorderteilen, die in der Mitte zusammenstoßen. Während die beiden Rückenteile auf ihrer ganzen Länge miteinande verbunden sind, sind sie mit den  beiden Vorderteilen  nur dicht unter dem Ärmelloch zusammengenäht, so daß an beiden Seiten die Jacke offen bleibt.Ein Verschluß0 ist nicht vorhanden, nur vorne über der BRust ist beiderseitig ein Faden angebracht, der, zusammengeknüpft, das Gewand festhält. Um den Hals sitzt ein Stehkragen aus schwarzer, gemusterter (europäischer ?) Seide von 5 cm Höhe und 32 cm Weite. Die Ärmel sind nicht sehr weit und zeigen schmaleQuerstreifen. Die Länge der Jacke beträgt, ohne Kragen gemessen, vorne 85 cm, hinten 94 cm. Das Material ist ein grobes, dunkelblaues Gewebe.
  Längs der offenen Kanten laufen von  oben nach unten 6 bis 7 cm breite Borten in Stoffapplikationen in den Farben schwarz, hellblau, weiß und rot, die Streifen- und Dreiecksmuster bilden. Die beiden Rückenteile sind unten zwischen den seitlichen Streifen geschmückt mit einer Anzahl unregelmäßig verlaufender  Reihen von Zickzacklinien, die mit weißen, gelben, roten und grünen Fäden genäht sind, wodurch zugleich auf der sonst ungefütterten Innenseite ein heller Stoffstreifen festgehalten wird.
  Die Form dieser Jacke ist nicht die gewöhnliche chinesische, erinnert eher an die der chinesischen Reitjacke. Sie ist geradezu identisch mit der der ""Kumapolong"" genannten Männerjacken der Mischmi (Assam).""
Publ.: Nahser, Siegmar: Die Yi-Sammlung in den Staatlichen Museen zu Berlin, Ethnologisches Museum. In: Chinas Volk der grossen kühlen Berge. Die Yi gestern und heute. Duisburg (Kultur- und Stadthistorisches Museum), 2006, S. 62",https://id.smb.museum/object/824533/jacke-mannerfestgewand,https://recherche.smb.museum/images/11/1178633_1200x1200.jpg
Rohdroge,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/140956/rohdroge,https://recherche.smb.museum/images/59/598574_1200x1200.jpg
Baumwollgürtel,中国,"Qing (Mandschu) –Dynastie, wenig vor 1911",Baumwolle,Ethnologisches Museum,Länge x Breite: 47 x 23 cm,"Beschreibung Mueller, Herbert in: Baessler-Archiv, 1913, S. 68 und Fig. 32:
""Ein Streifen von 95 cm  Länge und  24 cm Breite aus einem losen, naturfarbenen Gewebe, mit kurzen gedrehten Fransen an beiden Enden. Die Stickerei ist auf beiden Seiten identisch und besteht aus einer Reihe von  schmäleren und breiten Borten. Diese Borten zeigen ein geometrisches Muster, nur eine Reihe zeigt stilisierte Reiter auf Pferden. Die Stickerei ist mit starken Wollfäden ausgeführt in den Farben: gelb, braun, schwarz, blaugrün und lila.
Dieses Stück ist von den Lu-kiang-Lolo erworben, aber nicht von ihnen hergestellt, sondern dürfte aus Birma importiert sein. Ein fast identsiches Stück aus Oberbirma befindet sich in den indischen Sammlungen des Museums.""",https://id.smb.museum/object/825784/baumwollgurtel,https://recherche.smb.museum/images/12/1207243_1200x1200.jpg
Oost China,中国,Aufnahmejahr: 1909,,Ethnologisches Museum,,"Es handelt sich bei diesen Walzen um den Teil einer umfangreicheren Walzensammlung, die zunächst nach Wien gelangte und auf Platten geschnitten wurde. Die vorhandenen Nummern stimmen jedoch nicht mit den Wiener Plattennummern überein, sondern geben laut Oost 1912:167 die Nummer der originalen Aufnahmen an. Es ist bisher nicht geklärt, wie die Walzen nach Berlin gelangten (Tausch mit dem Wiener Phonogrammarchiv?). Transkriptionen, originale Texte mit vollständigen Übersetzungenund Erläuterungen in Oost 1912. In Berlin sind keine weiteren Unterlagen vorhanden.",https://id.smb.museum/object/750238/oost-china,https://recherche.smb.museum/images/67/6722970_1200x1200.jpg
Buddhakopf,中国,,"Lehm, gebrannt und bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 10,5 x 9 x 7 cm,Höhe x Breite x Tiefe: 20,1 x 8,8 x 7,2 cm (mit Sockel),Sockel: 9,1 x 5,9 x 5,9 cm,Gewicht: 0,6 kg (mit Sockel)",Sanft und milde lächelt dieser Buddha den Betrachter an. Dieser kleine Kopf ist aus einer Form angefertigt worden und wurde im Anschluss gebrannt.,https://id.smb.museum/object/1840405/buddhakopf,https://recherche.smb.museum/images/58/5832723_1200x1200.jpg
