id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
7159,"Plate with rock, butterflies and flowering plants",盘子里盛有岩石、蝴蝶和开花植物,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3 cm,高度3厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15900-D,https://lh3.googleusercontent.com/zi-ua08SCCYdQ7RKNqEG-nmlga34jwKp0O5CZ3kgtQGesHJcZcuNAbjxZj7ABwau4nV3vsFL19JGhy7Al4LbERv5pQ=w1000,
7160,Baluster covered jar with powder blue and flowering plants and animals in panel decoration,栏杆盖罐，粉蓝色，面板装饰开花植物和动物,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  51 cm,身高 51 厘米,"Balustervormige dekselpot met lange, spreidende hals, beschilderd in onderglazuur blauw en op het glazuur goud. De pot is bedekt met bleu poudré (poederblauw) en versierd met drie rijen met vakken: de onderste rij heeft in elk vak een andere bloeiende plant of boom bij een rots met insecten; de tweede rij is ook met vier verschillende bloeiende planten (lotus, chrysant, prunus, pioen) met vogels en/of vlinders. Rond de nek vier vakken met verschillende bloemtakken en vlinders; een dubbele cirkel op de onderzijde. De deksel met afgesleten decoratie van vier vakken met bloeiende planten op een rots en decoratieve rand. Deksel is gerestaureerd. Bleu poudré met goud.",栏杆形带盖罐，长颈，釉下蓝色和釉上金色。罐子上覆盖着 bleu poudré（粉蓝色），并装饰有三排隔间：最底排的每个隔间里都有不同的开花植物或树木，靠近有昆虫的岩石；最后一排有不同的开花植物或树木，靠近有昆虫的岩石；第二排也有四种不同的开花植物（莲花、菊花、李花、牡丹）以及鸟类和/或蝴蝶。颈部周围有四个隔层，上面有不同的花朵喷雾和蝴蝶；底部有一个双圆圈。盖子上有四个隔间的磨损装饰，岩石上有开花植物，边缘有装饰。盖子已恢复。蓝色粉末配金色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-17519-E,https://lh3.googleusercontent.com/C1j7ZKbwZe3nZ8urdVatLu6qbSNw-P4cG37f2aAb5UnRurllmYSrOJXShww9wBZQVX4H_IxdmnmSQdqrY06PQTlirQ=w1000,
7161,Beaker vase with women and flower sprays,有妇女和花喷雾的烧杯花瓶,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  24.3 cm,高度 24.3 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16271-B,https://lh5.ggpht.com/Smy1-msGWPchb3MPJ62NHyt3i83MY2Xv2GnQAT4ifLXyfyb6D17V78A40QrC3WL-bWQivXekp3gdS6fK1c4JTCpdPgF7=w1000,
7162,Cylindrical vase with powder blue and a woman on a terrace,圆柱形花瓶，粉蓝色，露台上的女人,中国,c. 1700 - c. 1720,c. 1700 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  25 cm,高度 25 厘米,"Rolwagen vaas van porselein met platte schouder, rechte hals en vlakke rand, beschilderd in onderglazuur blauw en op het glazuur blauw, rood, groen, geel, aubergine, zwart en goud. De wand is bedekt met bleu poudré (poederblauw) met hierin uitgespaard twee rechthoekige velden met ingeknepen hoeken, de een gevuld met een vrouw met een twijgje en waaier naast een kruk op een terras met rotsen en planten, de ander met een vrouw met een twijgje naast een tafel in een omheinde tuin met rotsen, planten en een boom; om de vakken een decoratie in goud, tussen de vakken een bloemvaas, om de voet krulwerk, op de schouder een swastika patroon afgewisseld met vakken gevuld met antiquiteiten, op de hals bloemtakken. Bleu poudré met famille verte.",平肩直颈平边拉杆花瓶，釉下青色，釉上青色、红色、绿色、黄色、紫红色、黑色、金色。墙壁上覆盖着 bleu poudré（粉蓝色），有两个角落被挤压的矩形区域，其中一个区域充满了一个拿着树枝和扇子的女人，旁边是摆满岩石和植物的露台上的凳子，另一个区域旁边是一个拿着树枝的女人坐在一个有岩石、植物和树木的封闭花园里的桌子旁；隔间周围有金色装饰，隔间之间有一个花瓶，脚周围有涡卷，肩部有纳粹标志图案，隔间里装满了古董，脖子上有花朵喷雾。蓝色粉末搭配粉红色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15834-B,https://lh5.ggpht.com/lVZDqH1MhM08_xbXx9_uPUAwSqF8L2j2mWE-EoW3oYBS6WYkianTKUJr6zUb7aWJXB67bGIsWZ8V4CoRANcd8dsSeA=w1000,
7163,"Saucer-dish with hunting scene, lotus scrolls and auspicious symbols",狩猎场景、莲花卷轴和吉祥符号的碟盘,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.3 cm,高度 3.3 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15803-F,https://lh3.googleusercontent.com/JpmbllVhu04mNlDeUdiTFsrk-KO5YCk_sYxZwsdpEQsg3PF6zSCbYl1jyZsaskwIq4fgmn6b9lYCqECIeBaSMw7OLg=w1000,
7164,"Bespanningsstof met decor van takken, bladeren, bloemen en vruchten",带有枝、叶、花、果装饰的张力织物,中国,c. 1750 - c. 1790,c. 1750 - c. 1790,silk,丝绸,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,width  73 cm × height  328 cm,宽73厘米×高328厘米,Een baan veelkleurig beschilderde creme bespanningsstof van zijde. Beschrijving zie A.,一条多色涂漆奶油色丝绸张力织物。说明见A.,https://www.rijksmuseum.nl//en/collection/BK-1980-809-R,https://lh3.googleusercontent.com/gX6A6t1pbqC9t4aS6bT9jZhZMWrIrOaWEq1eUNkcv7_waUcziI1d61d9C_auXZ1TZvnLm9zQTR1kxMZTyoNq5mvI9IKKLP9epZGOFbw=w1000,
7165,Klapmuts bowl with precious and symbolic objects and flower sprays,Klapmuts 碗，内有珍贵且具有象征意义的物品和花朵喷雾,中国,c. 1600 - c. 1624,c. 1600 - c. 1624,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  6 cm,高度 6 厘米,"Klapmuts kom van porselein met een geschulpte rand, beschilderd in onderglazuur blauw. Op de bodem een verzameling antiquiteiten (rol, palmblad, vaas) en strikken met kwasten; de wand met vier geschulpte cartouches met geluksvoorwerpen, tussen de cartouches een ruyi-motief; de binnenrand met bloemranken; de buitenrand met tweemaal een vogel op een plant; de buitenwand met vier geschulpte cartouches met een perzik- of bloemtak afgewisseld met rechthoekige vakken met een ruyi-scepter. Kraakporselein in blauw-wit.",Klapmuts 瓷碗，边缘呈扇形，釉下蓝色。底部是一系列古董（卷轴、棕榈叶、花瓶）和带流苏的蝴蝶结；墙壁上有四个扇形漩涡花饰，上面有吉祥物，漩涡花饰之间有如意图案；内缘有花藤；外缘有两次鸟在植物上；外壁饰有桃花枝或花枝的四个扇形漩涡花饰，与如意权杖的长方形隔间相间。蓝色和白色的克拉克瓷器。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15799-I,https://lh5.ggpht.com/HzqlCKgzLUq0vHZAPGdi3ck-4i0oQWOjH_3I4LNdH0og3HwqS94HEaXKwjT4cowWGmMpsXeiVWszfOaWd_bZNKImyH2o=w1000,
7166,"Saucer-dish with powder blue and pots with pine, bamboo and prunus",粉蓝色碟盘和松竹李盆,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.5 cm,高度 3.5 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15851-B,https://lh3.googleusercontent.com/HqIQQnwR9nJVXBbSYiB9dk4QOrVsOZqHv9cMAI0HX54H_KyskHnOX9rDOA8qlOAtIEqHDhfRXDcZPCjLyGJE9MrLLUM=w1000,
7167,Bell-shaped bowl with pierced sides and landscapes and flower sprays in medallions,钟形碗，侧面有穿孔，徽章上有风景和花朵喷雾,中国,c. 1635 - c. 1650,c. 1635 - c. 1650,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  6 cm,高度 6 厘米,"Klokvormige kom van porselein, beschilderd in onderglazuur blauw. De wand van de kom is opengewerkt met daarin uitgespaard medaillons. In de medaillons rivierlandschappen met bomen, bergen en paviljoens of een bloemtak (prunus, aster, lotus). De onderzijde van de wand met een band ruyi-motieven. Op de buitenrand een band met servetwerk. De onderzijde en de buitenrand zijn ongeglazuurd. Enkele chips in de voetring; twee chips in de rand. Overgangsporselein in blauw-wit.",钟形瓷碗，釉下蓝色。碗壁是镂空的，上面刻有奖章。在奖章河流景观中，有树木、山脉和亭台楼阁或花枝（李子、紫菀、莲花）。墙底绘有如意纹带。外缘有一条带有餐巾纸的带子。底部及外缘均无釉。脚环上有一些缺口；边缘有两个芯片。青白色过渡瓷。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15807-B,https://lh3.googleusercontent.com/6M46bmkO_60zXYC4e-KR8XKgN77Is7WYK1k--HtTftTfqOnwFTIMvNYlBRO0piUV_MXqpzus2zUblKWX7kYPunbSsDQ_kTmwsIamEQZy=w1000,
7168,Pear-shaped bottle vase with flower scrolls on a black ground,黑地卷轴梨形瓶,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  20 cm,高度20厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15860-B,https://lh3.googleusercontent.com/gWfhg3eoMEmjFDLykRYzwkAMCoLzZpVnkNFwVdIR5uPWTTxax8ErJdM-SyFDCgG8DsXlaCe7CAWx9dKNvv3CaV0pjg=w1000,
7169,Beaker vase with flower sprays and floral scrolls in reserve in lambrequins,烧杯花瓶，配有花朵喷雾和花卉卷轴，以小羊皮制成,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  22.3 cm,高度 22.3 厘米,"Bekervaas van porselein met iets uitlopende wand, beschilderd in onderglazuur blauw. Op de wand bloemtakken en om de voet en de rand een band met uitgespaarde bloemranken in blauwe lambrequins. Rond de voet een decoratieve band. Ongeglazuurde rand; deksel ontbreekt. Blauw-wit.",陶瓷烧杯花瓶，侧面略呈喇叭形，釉下蓝色。墙上有花朵喷雾，底部和边缘周围有蓝色小羊羔状凹进花卷须的带子。脚周围的装饰带。边缘无釉；盖子不见了。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-NM-6801,https://lh3.googleusercontent.com/V054OXYaGbixljxj2AfAF6wCB37TuMj2NB6WemJuUPAvBZunwqMImvgZW57y_HRqno3Sfa4g6-9LxJy3AdMZLkgrfTS-9xejQrILr0k=w1000,
7170,Dish,盘子,中国,c. 1675 - c. 1699,c. 1675 - c. 1699,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.3 cm,高度 2.3 厘米,"Plat bord van porselein, beschilderd in onderglazuur blauw. Op het plat een vrouw, man en jongen in een paviljoen, buiten spelen twee jongens in een omheinde tuin met boom, rotsen en planten; op de rand een doorlopend landschap met bomen, rotsen en planten met vrouwen: twee vrouwen aan een tafel met objecten voor een geleerde, een vrouw met een bloem in de hand, een vrouw leunend op een tak, een zittende vrouw naast vrouw dame liggend op een artemisiablad, twee zittende vrouwen met een van de kostbaarheden; de achterzijde met tien verschillende bloemtakken; op de onderzijde een medaillon in de vorm van een pioentak. Blauw-wit.",瓷平板，釉下蓝色。公寓里，一个女人、一个男人和一个男孩在凉亭里，外面两个男孩在一个有树木、岩石和植物的封闭花园里玩耍；边缘是连续的风景，有树木、岩石和植物，还有女人：桌边有两个女人，手里拿着学者的物品，一个女人手里拿着一朵花，一个女人靠在树枝上，一个坐着的女人旁边有一个躺着的女人在一片艾叶上，坐着两个女人，手里拿着其中一件贵重物品；背面有十种不同的花朵喷雾；底部有牡丹枝形状的徽章。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-18004-B,https://lh5.ggpht.com/exb-bItk2_XLS74NdEBkv52Qlyh9hxEa9JCTTI_zxhzVOAVdSu3G47g3mIggC-UMtRn5IcJUi7osx-4ewiXBGPrVZ0s=w1000,
7171,Wrijfprent,拓印,中国,c. 1900,c. 1900,paper,纸,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,,,Rubbing.,擦。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1416-NN,https://lh3.googleusercontent.com/Rzvh346HqYuV_eqw3ds3_xGsp4s1w0HYxY0qszg11KmPnBFdwoMA8agjmLCdklMKTShcbP3G1yp-9Zu75yOPLyoosKYGXcNWq2Tz9qV6=w1000,
7172,Bell-shaped cup with peony sprays and diaper pattern,牡丹喷雾尿布图案钟形杯,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.5 cm,高度 3.5 厘米,"Klokvormige kop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen en zwart. Op de buitenzijde twee groepen met bloeiende pioentakken; op de rand een band met een pioen in een cartouche met krulwerk, afgewisseld met een halve bloem; op de bodem een bloemtak; de binnenrand met servetwerk afgewisseld met een bloem in een cartouche. Famille rose.",钟形瓷杯，釉上绘蓝、红、粉、绿、黑等颜色。外面两组牡丹花枝；边缘饰有漩涡花饰牡丹花带，与半朵花交替；底部有一个花枝；餐巾纸的内边缘与漩涡花饰中的花朵交替。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-13822,https://lh3.googleusercontent.com/iYHKcEG4fbUJOforx8etgsVM8XJvLyfAbiiblfcZlYmU8eSzTfjJX_1KHmEyl1tQrssE2SDVFon7lUnfLXjGE0Y7IA=w1000,
7173,Wrijfprent,拓印,中国,c. 1900,c. 1900,paper,纸,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,,,Rubbing.,擦。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1416-T,https://lh3.googleusercontent.com/QH1OeKNfHHdsbw_3FbvnMPQiwwFsLAcdZyllX5IQ74s5b2vQn-p4DIyrdsS3CFXWj78yQ5HciaF3JT8ELHhNmGbd0IdZtVPgykay-KQ1=w1000,
7174,Bell-shaped covered beaker vase with hatched plants in petal-shaped panels,钟形带盖烧杯花瓶，花瓣形面板中孵化植物,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  18.3 cm,高度 18.3 厘米,"Hoge, klokvormige bekervaas met deksel van porselein; hoge, spreidende voet, beschilderd in onderglazuur blauw. Op de wand twee rijen met bloembladvormige vakken met daarin bloeiende planten aangezet met arceerwerk; tussen de vakken op de bovenste rij telkens een halve bloem; de rand met een doorlopende bladrank; op de voet driemaal een gestileerde bloem. De deksel met dezelfde decoratie. Deksel is vastgelijmd. Blauw-wit.",高钟形烧杯花瓶，带瓷盖；底座高，铺展，釉下蓝色。墙上有两排花瓣状的隔间，里面装有孵化的开花植物；顶排盒子之间每次放半朵花；边缘有连续的叶卷须；底座上有三朵风格化的花朵。盖子上有同样的装饰。盖子是粘上去的。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-14948-A,https://lh6.ggpht.com/bpAf-J-CJNrCX_i6C9TFDHyasr3ix8HWISB8-GSkYYvkjpvjKnmKi41JvvFNvXp4hclb9WkH8Y7er-Gvv0PGoT7X=w1000,
7175,Oval stove with pierced sides and FitzHugh border,带穿孔侧面和 FitzHugh 边框的椭圆形炉灶,中国,c. 1800 - c. 1820,c. 1800 - c. 1820,,,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,painting,绘画,"Ovale stoof van porselein met gelobde randen, een rechthoekige opening aan de voorzijde en opengewerkte wand en bovenzijde, beschilderd in onderglazuur blauw. Op de wand tweemaal een bloemgroep achter een hek met rotsen, eenmaal met een haan op de rots, hiertussen een opengewerkt, gelobd vak met in het midden een ovale cartouche met bloemgroep; de bovenzijde met hetzelfde opengewerkte vak en bloemgroep, omgeven door een FitzHugh-band met op de buitenrand servetwerk; op de onderste rand dezelfde decoratie; onder de vierkante opening een band met geometrisch motief met hierin uitgespaard een cartouche met bloemtak. Vormt samen met BK-NM-6666 een set. Blauw-wit.",椭圆形瓷炉，边缘呈浅裂状，正面有长方形开口，墙壁和顶部透雕，釉下蓝色。墙上，有两次是在有岩石的栅栏后面有一个花团，一次是在岩石上有一只公鸡，中间是一个镂空的裂片盒子，盒子上有一个椭圆形的涡旋花饰，中间有一个花团；顶部有相同的镂空盒子和花组，周围环绕着 FitzHugh 带子，外缘有餐巾纸图案；底边同样的装饰；方形开口下方是一条带有几何图案的带子，带有漩涡花饰，其中嵌入了花枝。与 BK-NM-6666 组成一套。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-NM-6665,https://lh3.googleusercontent.com/KP6n4u9eUkg9orHpyOexs5kYxetG34HAajt7aVi-xsM4REqedUzAGWAiK41cfgxxZRUtVYwQLWkYkesgkqdf-ffOluE=w1000,
7176,"Bell-shaped cup with women, birds and landscapes in panels amid scrolls",钟形杯，画有妇女、鸟类和山水图案，中间有卷轴,中国,c. 1740 - c. 1760,c. 1740 - c. 1760,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  5.7 cm,高度 5.7 厘米,"Klokvormige kop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op de buitenzijde twee grote cartouches met twee vrouwen in een interieur of in een omheinde tuin; hiertussen twee kleinere cartouches met kippen en haan in een landschap; aan weerszijden hiervan een medaillon met landschap; tussen de cartouches ranken; op de bodem een bloemtak; op de binnenrand een band met bloemranken. Twee barsten en een chip in de rand. Famille rose.",钟形瓷杯，釉上绘蓝、红、粉、绿、黑、金等色。外面有两个大漩涡花饰，里面有两个女人，或者在一个封闭的花园里；在这两个较小的漩涡花饰之间，风景中有鸡和公鸡；其两侧都有一个带有风景的奖章；漩涡花饰之间的卷须；底部有一个花枝；内缘有一条带花藤的带子。边缘有两条裂缝和一个缺口。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-11518-A,https://lh3.googleusercontent.com/R6bLHGIUCEkkXHQlFOdR70vBI035ny_gVkEq4ewlDe6Q46X_6DYfdUzV_M4qZj955JS9j6zwnCLnAo13ONbyYMkJu-w=w1000,
7177,Cup and saucer with antiquities and flower sprays,带有古董和花朵喷雾的杯子和碟子,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  5.2 cm,高度 5.2 厘米,"Kop en schotel van porselein met rechte wand, beschilderd op het glazuur in blauw, roze, groen, zwart en goud. Op het plat van de schotel een groep antiquiteiten (vaas met pauwenveren en koraal, staf met muzieksteen, driepoot) en een fruitmand met o.a. granaatappel en vingercitroen; de binnenrand met servetwerk afgewisseld met bloemtakken in cartouches. De kop met dezelfde decoratie. Schotel is gebroken geweest. Famille rose.",直边瓷杯和碟，釉上绘有蓝色、粉色、绿色、黑色和金色。盘子的架子上有一组古董（带有孔雀羽毛和珊瑚的花瓶，带有音乐石的棍子，三脚架）和一个水果篮，其中包括石榴和手指柠檬；餐巾纸的内边缘与漩涡花饰中的花朵喷雾交替工作。头部有相同的装饰。盘子坏了。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-13714,https://lh3.googleusercontent.com/eqr7ZDfakXqgWUqdxfDz0iRNT03C5Tkg_dIfULKtti7Y6SY3_es2vb57D8fY4MPmf83qti-HhJNjFwgsN4VQ7ccx7mHB=w1000,
7178,Applique,贴花,中国,500 - 600,500 - 600,bronze (metal),青铜（金属）,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  7.5 cm × width  8.0 cm,高 7.5 厘米 × 宽 8.0 厘米,Applique in de vorm van een demon.,恶魔形状的贴花。,https://www.rijksmuseum.nl//en/collection/AK-MAK-43,https://lh3.googleusercontent.com/fwvZ_BxKvJvaZoECNgTvQ7A25Jr3LYJ45wfKtZSbucYU71-EBQ7lGusdYluxrxkByWiRXtoJYonhvC5NihqnMY1AgFY=w1000,
7179,Dish,盘子,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.7 cm × diameter  21.5 cm,高3.7厘米×直径21.5厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-14718,https://lh3.ggpht.com/85aCO64Hn9wewrM9hSrizv6uRbyAbvpvau7hLPlre5TFgKV2uFKkzyqb2Shb4E8PE5EJhWHE9RFd4B689A47fRCszwU=w1000,
