artifactName,artifactName1,country,material,material1,library,library1,size,size1,description,description1,moreUrl,imageUrl
帶曳托網的漁船模型 dai yituowang de yuchuan moxing,带曳托网的渔船模型dai yituowang de yuchuan moxing,中国,"Holz, Leinen, Pflanzenfasen",木材、亚麻布、植物阶段,Ethnologisches Museum,民族博物馆,"Objektmaß: 83 x 93 x 26,5 cm (ohne Segel)",物体尺寸：83 x 93 x 26.5厘米（无帆）,"Dieses Modell gehört zu einer umfangreichen Schenkung (siehe ferner I D 3954-4183) der Kaiserlich Chinesischen Regierung, die sich auf Betreiben Max von Brandts an der ""Internationalen Fischerei-Ausstellung zu Berlin"" im Jahre 1880 beteiligt hatte.

Zur Verwendung solcher Bootsmodelle heißt es im Katalog :
""Die Fischer sind gewöhnlich in Gilden, Huei genannt, vereinigt; die bedeutendste  Vereinigung bilden die Seefischer. Jede Gilde hat ihren eigenen Tempel, der gewöhnlich der Göttin des Himmels Kuan Yin oder Tien Hou geweiht ist. In jedem Tempel ist eine Bühne  aufgeschlagen; ausserdem befinden sich in dem selben Gast- und Versammlungszimmer. Modelle von Fischerböten werden häufig vor den Altären dieser Tempel aufgestellt. Sie sollen den Göttern zur Beförderung dienen ebenso wie die Altäre mit Speisen für deren angeblichen Unterhalt geschmückt werden.""

Aus: China. Imperial Maritime Customs. Ill.-Miscellaneou Series: No. 9.
Special Catalogue of the Ningpo collections of exhibits for the International Fishery Exhibition, Berlin, 1880. Preceded  by a description of the fisheries of Ningpo and the Chusan Archipelago. With versions in French an German. Shanghai, 1880. Seite 98.
Siehe auch: Thiele, Peter: Chinaspezifische Ausstellungen in Berlin von 1880 bis zur Gegenwart. In:  Kuo Heng-yü: Berlin und China-dreihundert Jahre wechselvolle Beziehungen, Berlin, 1987, S. 139. (Kommentar Siegmar Nahser, 2009)",该模型属于中国帝国政府的大量捐赠（另见I D 3954-4183），中国帝国政府在马克斯·冯·布兰特的授意下，于1880年参加了“柏林国际渔业展览会”。,https://id.smb.museum/object/1029569/%E5%B8%B6%E6%9B%B3%E6%89%98%E7%B6%B2%E7%9A%84%E6%BC%81%E8%88%B9%E6%A8%A1%E5%9E%8B-dai-yituowang-de-yuchuan-moxing,https://recherche.smb.museum/images/17/1705984_1200x1200.jpg
Fragment einer Handschrift - Sanskrit-Chinesisch,梵语-汉语手稿片段,中国,"Farbe auf Papier, zweiseitig",纸张上的颜色，双面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Blattmaß: 14,5 x 5,0 cm,Glasmaß: 20 x 25 cm",板材尺寸：14.5 x 5.0 cm，玻璃尺寸：20 x 25 cm,[SM8HF],[SM8HF],https://id.smb.museum/object/1839395/fragment-einer-handschrift---sanskrit-chinesisch,https://recherche.smb.museum/images/42/4204747_1200x1200.jpg
"Titel A: Szene aus dem Theaterstück ""nan-tiän men"" (Tor des südlichen Himmels)",标题A：戏剧《南天之门》中的场景,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242036/titel-a-szene-aus-dem-theaterstuck-nan-tian-men-tor-des-sudlichen-himmels,https://recherche.smb.museum/images/54/5401900_1200x1200.jpg
Behelmter Kopf,带头盔的头,中国,"Lehm, bemalt",奶牛，扁平,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 8,9 x 6 x 4,5 cm,Höhe x Breite x Tiefe: 16 x 6 x 5 cm (mit Sockel),Sockel: 7 x 4,5 x 3,5 cm,Gewicht: 0,2 kg (mit Sockel)",高x宽x深：8.9 x 6 x 4.5 cm，高x宽×深：16 x 6 x 5 cm（带底座），底座：7 x 4.5 x 3.5 cm，重量：0.2 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840440/behelmter-kopf,https://recherche.smb.museum/images/58/5839810_1200x1200.jpg
Kopf eines Brahmans,婆罗门之首,中国,"Lehm, bemalt",奶牛，扁平,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 10 x 4,5 x 5,5 cm,Höhe x Breite x Tiefe: 16,3 x 4,9 x 6 cm (mit Sockel),Sockel: 7 x 4,6 x 4,6 cm,Gewicht: 0,2 kg (mit Sockel)",高x宽x深：10 x 4.5 x 5.5 cm，高x宽×深：16.3 x 4.9 x 6 cm（带底座），底座：7 x 4.6 x 4.6 cm，重量：0.2 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840462/kopf-eines-brahmans,https://recherche.smb.museum/images/45/4524798_1200x1200.jpg
Titel A: Peiping-Buddha-Hymne,标题A：北平佛颂,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242420/titel-a-peiping-buddha-hymne,https://recherche.smb.museum/images/54/5404548_1200x1200.jpg
"Titel A: Szene aus dem Theaterstück""Hai.wai-hsün-fu"" (Mann oder Frau (Ehepartner) im Ausland suchen)",标题A：话剧《海》中的场景（男人或女人（配偶）在国外寻找）,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242039/titel-a-szene-aus-dem-theaterstuckhai-wai-hsun-fu-mann-oder-frau-ehepartner-im,https://recherche.smb.museum/images/54/5401906_1200x1200.jpg
weibl. Löwe xiong shizi 雄獅子,女的狮子熊狮子,中国,Keramik,Keramik,Ethnologisches Museum,民族博物馆,Objektmaß: 45 x 24 x 33 cm,物体尺寸：45 x 24 x 33厘米,,,https://id.smb.museum/object/1015552/weibl--lowe-xiong-shizi-%E9%9B%84%E7%8D%85%E5%AD%90,https://recherche.smb.museum/images/15/1531999_1200x1200.jpg
Dämonenkopf,恶魔头,中国,"Lehm, bemalt",奶牛，扁平,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 18,5 x 15,5 x 10 cm,Höhe x Breite x Tiefe: 31,5 x 15,5 x 11,6 cm (mit Sockel),Sockel: 12,3 x 10,4 x 9,3 cm,Gewicht: 2,6 kg (mit Sockel)",高x宽x深：18.5 x 15.5 x 10 cm，高x宽×深：31.5 x 15.5×11.6 cm（带底座），底座：12.3 x 10.4 x 9.3 cm，重量：2.6 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840389/damonenkopf,https://recherche.smb.museum/images/58/5833004_1200x1200.jpg
Schellackplatte,虫胶板,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/241600/schellackplatte,https://recherche.smb.museum/images/52/5228569_1200x1200.jpg
Fragment einer Figur in Mönchsrobe,僧袍人物片段,中国,"Lehm, gebrannt, mit Resten von Malschicht",烧制粘土，含油漆层残留物,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 9 x 14 x 4,5 cm,Höhe x Breite x Tiefe: 14,6 x 14,4 x 5,8 cm (mit Sockel),Sockel: 6 x 11,9 x 5,9 cm,Gewicht: 0,6 kg (mit Sockel)",高x宽x深：9 x 14 x 4.5 cm，高x宽×深：14.6 x 14.4 x 5.8 cm（带底座），底座：6 x 11.9 x 5.9 cm，重量：0.6 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840366/fragment-einer-figur-in-monchsrobe,https://recherche.smb.museum/images/58/5832749_1200x1200.jpg
Schellackplatte,虫胶板,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242494/schellackplatte,https://recherche.smb.museum/images/54/5406601_1200x1200.jpg
Devata-Kopf,Devata头,中国,Luftgetrockneter Lehm mit Farbresten,带有油漆残留物的风干粘土,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 16,8 x 12 x 12 cm,Höhe x Breite x Tiefe: 27,2 x 12 x 12 cm (mit Sockel),Sockel: 11 x 8 x 8 cm,Gewicht: 1,7 kg (mit Sockel)",高x宽x深：16.8 x 12 x 12 cm，高x宽×深：27.2 x 12 x 12cm（带底座），底座：11 x 8 x 8 cm，重量：1.7 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840425/devata-kopf,https://recherche.smb.museum/images/58/5839872_1200x1200.jpg
"Titel A: ""Der Osten erglüht""Titel B: ""Wir, die Arbeiter, haben die Kraft""",标题A：“Der Osten erglüht”标题B：“Wir，die Arbeiter，haben die Kraft”,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242413/titel-a-der-osten-ergluht%0D%0Atitel-b-wir-die-arbeiter-haben-die-kraft,https://recherche.smb.museum/images/54/5403786_1200x1200.jpg
Titel A: Vordach aus Zedernholz   (杉廂) Teil 2; Titel B: nicht bespielt,标题A：雪松树冠（杉廂）第2部分；标题B:不重要,中国,,,Ethnologisches Museum,民族博物馆,,,"Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)
Titel: ""Vordach aus Zedernholz - 2. Teil""  Shānxiāng - qí èr (杉廂 - 其二)",艺术家：Cháozhōubānā29677,https://id.smb.museum/object/241635/titel-a-vordach-aus-zedernholz---%E6%9D%89%E5%BB%82-teil-2-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5229638_1200x1200.jpg
Devata-Kopf,Devata头,中国,"Luftgetrockneter Lehm, bemalt",Luftgetrockneter Lehm，平坦,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 26 x 24 x 16 cm,Höhe x Breite x Tiefe: 41,5 x 24 x 16 cm (mit Sockel),Sockel: 14 x 12 x 11,9 cm,Gewicht: 7,3 kg (mit Sockel)",高x宽x深：26 x 24 x 16 cm，高x宽×深：41.5 x 24 x 16cm（带底座），底座：14 x 12 x 11.9 cm，重量：7.3 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840445/devata-kopf,https://recherche.smb.museum/images/58/5840517_1200x1200.jpg
Ritterkopf,骑士之首,中国,"Lehm, bemalt",奶牛，扁平,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 13,5 x 8,5 x 9 cm,Höhe x Breite x Tiefe: 27,1 x 8,5 x 9,9 cm (mit Sockel),Sockel: 11 x 7,5 x 8 cm,Gewicht: 1,1 kg (mit Sockel)",高x宽x深：13.5 x 8.5 x 9 cm，高x宽×深：27.1 x 8.5 x 9.9 cm（带底座），底座：11 x 7.5 x 8 cm，重量：1.1 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1840465/ritterkopf,https://recherche.smb.museum/images/58/5841955_1200x1200.jpg
"Titel A: ""Ssu Langs Besuch bei seiner Mutter""Titel B: ""Ssu Langs Besuch bei seiner Mutter""",标题A：“斯朗看望母亲”标题B：“斯郎看望母亲”,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242427/titel-a-ssu-langs-besuch-bei-seiner-mutter%0D%0Atitel-b-ssu-langs-besuch-bei-seiner,https://recherche.smb.museum/images/54/5404596_1200x1200.jpg
Höhlen-Panorama und Ruinenfeld,洞穴全景与遗址场,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,2. Turfan-Expedition 1904-1905 oder 3. Turfan-Expedition 1906-1907,2.1904-1905年的吐鲁番远征。吐鲁番远征1906-1907,https://id.smb.museum/object/1856557/hohlen-panorama-und-ruinenfeld,https://recherche.smb.museum/images/42/4273172_1200x1200.jpg
Titel A: [chinesisch]Titel B: [chinesisch],标题A:[中文]标题B:[中文],中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242539/titel-a-chinesisch%0D%0Atitel-b-chinesisch,https://recherche.smb.museum/images/54/5411611_1200x1200.jpg
Schellackplatte,虫胶板,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242554/schellackplatte,https://recherche.smb.museum/images/54/5411665_1200x1200.jpg
Titel A: [chinesisch]Titel B: [chinesisch],标题A:[中文]标题B:[中文],中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242524/titel-a-chinesisch%0D%0Atitel-b-chinesisch,https://recherche.smb.museum/images/54/5406968_1200x1200.jpg
Gebäude,建筑,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856542/gebaude,https://recherche.smb.museum/images/42/4273154_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856556/ruinenfeld,https://recherche.smb.museum/images/42/4273171_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,Turfan-Expedition [1902-1914],吐鲁番探险队,https://id.smb.museum/object/1856554/ruinenfeld,https://recherche.smb.museum/images/42/4273169_1200x1200.jpg
Gebäude,建筑,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856555/gebaude,https://recherche.smb.museum/images/42/4273170_1200x1200.jpg
Titel A: [chinesisch]Titel B: [chinesisch],标题A:[中文]标题B:[中文],中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242509/titel-a-chinesisch%0D%0Atitel-b-chinesisch,https://recherche.smb.museum/images/54/5406643_1200x1200.jpg
Gebäude und Wandmalerei,建筑物和壁画,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,Turfan-Expedition [1902-1914],吐鲁番探险队,https://id.smb.museum/object/1856496/gebaude-und-wandmalerei,https://recherche.smb.museum/images/42/4273245_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856553/wandmalerei,https://recherche.smb.museum/images/42/4273168_1200x1200.jpg
Höhlen-Panorama,洞穴全景,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,4. Turfan-Expedition 1913-1914?,4.1913-1914年的吐鲁番远征？,https://id.smb.museum/object/1856527/hohlen-panorama,https://recherche.smb.museum/images/42/4273427_1200x1200.jpg
Panorama und Gebäude,全景和建筑,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856511/panorama-und-gebaude,https://recherche.smb.museum/images/42/4273260_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856480/wandmalerei,https://recherche.smb.museum/images/42/4273055_1200x1200.jpg
Schellackplatte,虫胶板,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242585/schellackplatte,https://recherche.smb.museum/images/54/5412505_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856541/ruinenfeld,https://recherche.smb.museum/images/42/4273152_1200x1200.jpg
Schellackplatte,虫胶板,中国,,,Ethnologisches Museum,民族博物馆,,,,,https://id.smb.museum/object/242569/schellackplatte,https://recherche.smb.museum/images/54/5411787_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856478/wandmalerei,https://recherche.smb.museum/images/42/4273053_1200x1200.jpg
Höhlenansicht,洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856525/hohlenansicht,https://recherche.smb.museum/images/42/4273631_1200x1200.jpg
Höhlenansicht,洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856509/hohlenansicht,https://recherche.smb.museum/images/42/4273258_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856551/ruinenfeld,https://recherche.smb.museum/images/42/4273166_1200x1200.jpg
Panorama und Gebäude,全景和建筑,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856539/panorama-und-gebaude,https://recherche.smb.museum/images/42/4273148_1200x1200.jpg
Höhlen-Panorama mit Personen,洞穴全景与人,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,2. Turfan-Expedition 1904-1905?,2.1904-1905年吐鲁番远征？,https://id.smb.museum/object/1856494/hohlen-panorama-mit-personen,https://recherche.smb.museum/images/42/4273243_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856479/wandmalerei,https://recherche.smb.museum/images/42/4273054_1200x1200.jpg
Gebäude und Person,建筑物和人员,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856510/gebaude-und-person,https://recherche.smb.museum/images/42/4273259_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856476/wandmalerei,https://recherche.smb.museum/images/42/4273051_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,Turfan-Expedition [1902-1914],吐鲁番探险队,https://id.smb.museum/object/1856537/ruinenfeld,https://recherche.smb.museum/images/42/4273081_1200x1200.jpg
Höhlenansicht mit Wandmalereien,带有壁画的洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,4. Turfan-Expedition 1913-1914,4.吐鲁番探险1913-1914,https://id.smb.museum/object/1856492/hohlenansicht-mit-wandmalereien,https://recherche.smb.museum/images/42/4273068_1200x1200.jpg
Höhlenansicht mit Wandmalereien,带有壁画的洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856507/hohlenansicht-mit-wandmalereien,https://recherche.smb.museum/images/42/4273256_1200x1200.jpg
Höhlenansicht,洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856523/hohlenansicht,https://recherche.smb.museum/images/42/4273629_1200x1200.jpg
Höhlenansicht,洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856508/hohlenansicht,https://recherche.smb.museum/images/42/4273257_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856477/wandmalerei,https://recherche.smb.museum/images/42/4273052_1200x1200.jpg
Ruinenfeld,Ruinenfeld先生,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856549/ruinenfeld,https://recherche.smb.museum/images/42/4273164_1200x1200.jpg
Höhlenansicht,洞穴景观,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Plattengröße (Foto): 13 x 18 cm,盘子尺寸（照片）：13 x 18厘米,4. Turfan-Expedition 1913-1914?,4.1913-1914年的吐鲁番远征？,https://id.smb.museum/object/1856535/hohlenansicht,https://recherche.smb.museum/images/42/4273078_1200x1200.jpg
Wandmalerei,墙面油漆,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 13 x 18 cm,物体尺寸：13 x 18厘米,3. Turfan-Expedition 1906-1907,3.1906-1907年吐鲁番远征,https://id.smb.museum/object/1856475/wandmalerei,https://recherche.smb.museum/images/42/4273050_1200x1200.jpg
